Ob,city,manner_of_death,armed,age,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera,NumberOfSubjects,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,Numbershots,Numberofofficers,OfficerRace,OfficerGender
17603,San Antonio,shot,gun,36,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,25,3,2,H;H,M;F
17604,San Antonio,shot,gun,36,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,48,3,1,H,F
17605,San Antonio,shot,gun,36,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,40,3,1,H,M
17606,San Antonio,shot,gun,36,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,B,M,53,3,1,W,M
17607,San Antonio,shot,gun,36,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,38,3,4,W,M
17608,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,U,U,Juvenile,3,2,W;H,M;M
17609,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,L,M,18,3,1,W,M
17610,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,U,U,20,3,1,H,F
17611,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,U,U,U,3,1,W,F
17612,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,B,M,34,3,1,H,M
17613,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,W,M,31,3,2,H;H,M;M
17614,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,L,M,34,3,4,L,M
17615,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,L,M,50,3,1,W,M
17616,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,L,M,30,3,4,L,M
17617,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,W,M,47,3,1,H,M
17618,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,U,U,U,3,1,W,F
17619,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,W,M,26,3,2,H;H,M;M
17620,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,N,L,M,19,3,1,H,M
17621,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,W,M,27,3,4,L,M
17622,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,U,L,M,32,3,4,L,M
17623,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,L,M,32,3,4,L,M
17624,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,W,M,40,3,1,H,M
17625,San Antonio,shot,gun,42,M,H,TX,FALSE,other,Car,FALSE,1,Y,W,M,32,3,1,B,M
17626,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,41,3,1,W,M
17627,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,31,3,1,H,M
17628,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,24,3,1,H,M
17629,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,W,M,19,3,4,H;H;H;W,F;M;M;M
17630,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,U,U,39,3,1,W,M
17631,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,23,3,1,H,M
17632,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,29,3,1,W,M
17633,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,U,B,M,36,3,4,W,M
17634,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,W,F
17635,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,34,3,4,L,M
17636,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,W,F
17637,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,W,M,31,3,1,H,M
17638,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,L,M,19,3,1,H,M
17639,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,L,M,32,3,1,B,M
17640,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,H,M
17641,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,B,M,22,3,3,U;U;U,M;M;M
17642,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,W,M,60,3,1,H,M
17643,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,L,M,45,3,4,L;L,M;M
17644,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,B,M,46,3,2,B;H,M;M
17645,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,Y,W,M,50,3,1,B,M
17646,San Antonio,shot,unarmed,18,M,B,TX,FALSE,other,Not fleeing,FALSE,1,N,L,U,18,3,2,W;O,F;M
17647,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,29,3,1,W,M
17648,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,21,3,1,W,M
17649,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,20,3,1,W,M
17650,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,18,3,1,W,M
17651,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,35,3,1,H,M
17652,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,23,3,4,L,M
17653,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,1,W,M
17654,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,20,3,1,H,F
17655,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,28,3,1,W,M
17656,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,W,F
17657,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,31,3,2,H;H,M;M
17658,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,47,3,1,H,M
17659,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,26,3,2,H;H,M;M
17660,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,34,3,1,H,M
17661,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,22,3,3,U;U;U,M;M;M
17662,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,26,3,1,W,M
17663,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,40,3,1,H,M
17664,San Antonio,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,38,3,4,W,M
17665,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,41,3,1,W,M
17666,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,21,3,1,W,M
17667,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,54,3,1,W,M
17668,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,33,3,4,L,M
17669,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,1,W,M
17670,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,41,3,1,H,M
17671,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,B,M,19,3,1,B,F
17672,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,W,F
17673,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,W,F
17674,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,35,3,1,H,M
17675,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,34,3,2,H;W,M;M
17676,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,U,L,M,32,3,4,L,M
17677,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,B,M,20,3,1,B,M
17678,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,32,3,4,L,M
17679,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,33,3,1,W,M
17680,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,26,3,1,W,M
17681,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,59,3,4,H;B;H;W,M;M;M;M
17682,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,48,3,1,H,F
17683,San Antonio,shot,gun,45,M,H,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,38,3,4,W,M
17684,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,L,M,29,3,1,W,M
17685,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,L,M,41,3,1,W,M
17686,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,B,M,31,3,1,H,M
17687,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,W,M,21,3,1,W,M
17688,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,B,M,29,3,4,H;H;W;H,M;M;M;M
17689,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,U,U,Juvenile,3,2,W;H,M;M
17690,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,L,M,45,3,1,H,M
17691,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,U,M,35,3,1,H,M
17692,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,L,M,29,3,1,W,M
17693,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,W,M,52,3,1,H,M
17694,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,U,L,M,58,3,4,L,M
17695,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,U,U,23,3,1,W,M
17696,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,L,M,19,3,1,H,M
17697,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,L,M,34,3,2,H;W,M;M
17698,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,U,M,26,3,1,W,M
17699,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,L,M,25,3,2,H;H,M;F
17700,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,L,U,18,3,2,W;O,F;M
17701,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,Y,W,M,40,3,1,H,M
17702,San Antonio,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE,1,N,B,M,53,3,1,W,M
17703,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,29,3,1,W,M
17704,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,H,F
17705,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,41,3,1,W,M
17706,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,31,3,1,H,M
17707,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,40,3,2,H;W,M;F
17708,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,26,3,1,H,M
17709,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,54,3,1,W,M
17710,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,23,3,1,H,M
17711,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,20,3,1,H,F
17712,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,31,3,2,H;H,M;M
17713,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,H,M
17714,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,22,3,3,U;U;U,M;M;M
17715,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,48,3,1,W,M
17716,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,26,3,1,W,M
17717,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,59,3,4,H;B;H;W,M;M;M;M
17718,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,1,W,M
17719,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,32,3,1,B,M
17720,San Antonio,shot,vehicle,45,M,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,31,3,2,H;H,M;M
17721,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,H,F
17722,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,31,3,1,W,M
17723,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,B,M,24,3,1,H,M
17724,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,B,M,29,3,4,H;H;W;H,M;M;M;M
17725,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,Juvenile,3,2,W;H,M;M
17726,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,26,3,1,H,M
17727,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,45,3,1,H,M
17728,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,18,3,1,W,M
17729,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,23,3,4,L,M
17730,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,23,3,1,H,M
17731,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,28,3,1,W,M
17732,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,L,M,19,3,1,H,M
17733,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,U,U,23,3,1,W,M
17734,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,23,3,4,L,M
17735,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,N,W,M,33,3,1,W,M
17736,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,37,3,4,W,M
17737,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,32,3,1,B,M
17738,San Antonio,shot,toy weapon,26,F,W,TX,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,37,3,1,H,M
17739,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,M;M
17740,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,2,2,NA,M;M
17741,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,F,U,1,3,NA,U
17742,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,38,1,2,NA,M;M
17743,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,1,3,NA,U
17744,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,U,3,2,B;U;U,M;M;F
17745,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,NA,M;U
17746,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,U
17747,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,1,NA,M;U
17748,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,1,2,NA,U
17749,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17750,San Francisco,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,21,1,2,NA,M;M
17751,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,F
17752,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,20,1,3,NA,M;M;M
17753,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,B,M,U,1,1,NA,F
17754,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,M;M
17755,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17756,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,N,U,F,U,1,3,NA,U
17757,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,F
17758,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,B,M,U,3,2,B;U;U,M;M;F
17759,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,U
17760,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,3,3,NA,U
17761,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M;U
17762,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,1,2,NA,U
17763,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,1,2,NA,U
17764,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,21,1,2,NA,M;M
17765,San Francisco,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,2,NA,M;U
17766,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,Y,U,U,U,3,1,NA,F
17767,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,U,U,U,U,3,4,NA,U
17768,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,N,U,M,U,1,3,NA,U
17769,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,N,U,M,U,1,3,NA,U
17770,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,N,U,U,U,3,2,NA,M;U
17771,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,N,U,U,U,3,1,NA,U
17772,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,N,U,M,U,3,1,NA,M;U
17773,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,Y,U,M,U,1,2,NA,U
17774,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,U,U,U,U,3,4,NA,U
17775,San Francisco,shot,gun,39,M,B,CA,FALSE,other,Not fleeing,TRUE,1,N,U,M,U,2,2,NA,U
17776,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,32,2,6,NA,F;M;M;M;F;F
17777,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17778,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,F,U,1,3,NA,U
17779,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,6,6,NA,U
17780,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,B,M,U,3,2,B;U;U,M;M;F
17781,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,U
17782,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,M
17783,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17784,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M;U,U,2,2,NA,U
17785,San Francisco,shot,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,1,2,NA,U
17786,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,Y,L,M,U,3,4,NA,M;M;M;F
17787,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,N,L,M,28,59,4,W;W;W;U,M;M;M;M
17788,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,Y,B,M,19,11,2,NA,M;M
17789,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,Y,U,U,U,3,4,NA,U
17790,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,N,U,M,U,1,3,NA,U
17791,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,Y,U,U,U,3,1,NA,M
17792,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,Y,U,M,U,1,2,NA,U
17793,San Francisco,shot,unarmed,29,F,B,CA,FALSE,other,Car,FALSE,1,N,U,M,44,4,4,NA,M;M;M;M
17794,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,U,U,2,1,NA,U
17795,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,M,U,3,2,NA,M;M
17796,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,Y,U,U,U,3,1,NA,F
17797,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,U,U,3,4,NA,M;U;U;U
17798,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,Y,B,M,19,11,2,NA,M;M
17799,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,M,U,1,3,NA,U
17800,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,U,U,1,1,NA,U
17801,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,U,U,3,1,NA,M;U
17802,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,Y,U,M,U,1,2,NA,U
17803,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,N,U,U,U,5,5,NA,U
17804,San Francisco,shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE,1,U,U,U,U,3,4,NA,U
17805,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,U,1,4,NA,M;M;F;M
17806,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,4,B;U;U;U,U;U;M;M
17807,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,2,1,NA,U
17808,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,U,M,44,2,6,NA,M;M;M;M;M;M
17809,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M
17810,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,B,M,29,1,5,NA,M;M;U;M;M
17811,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,F
17812,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,L,M,28,59,4,W;W;W;U,M;M;M;M
17813,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,U,M,U,6,6,NA,U
17814,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,M,U,1,3,NA,U
17815,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,B,M,U,3,2,B;U;U,M;M;F
17816,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,U
17817,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,NA,M;U
17818,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,M,44,4,4,NA,M;M;M;M
17819,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,M;U,U,2,2,NA,U
